Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,composite_financial_score,Rating
0.28541305367744074,0.3184010437354953,0.9044443678519808,0.8204680103363512,0.26464660390548944,2.2765615804735146,2.195722942534136,2.3789897750548437,0.14844541865067928,-2.1339329704810734,-2.1636754674638747,2.8224463145460064,-0.31676018125571714,-1.5729724573416632,-1.2967727721589168,-1.8370072989790196,-1.2440460015597092,1.069783157147935,2.0442811543113213,1.181339201894984,-0.9242870103579603,1.1065002936261004,-2.2364319210900647,2.20611032268018,2.0476852687570073,-2.175844840371059,0.633611355723415,-2.460623254966408,-2.48952170355918,-1.2946734373966293,0.9582709819556219,CCC
0.6097972972972973,0.6013513513513513,1.0,0.8337783925048325,0.9090909090909092,0.7380653416334436,1.5250608420458662,-0.8178199476208259,1.1088595461817516,1.1729763882973738,-0.57506082340184,0.3531604390577684,0.8879651027454265,0.6487359211551621,-0.678130173058959,0.5107716773827096,-0.6097034380143938,-0.09786205439530508,-0.2942017201851104,-0.2982717176092887,-0.6442110426480115,0.5194997545131097,0.14932118052948784,1.4021613980990242,-0.2937368719322786,-0.601796231954404,1.294895012198664,-0.29516112627519675,1.3889781532127357,-0.3337925912529775,0.5192284971063763,AAA
0.9172297297297297,0.9087837837837838,0.75,0.6485587583148559,0.6363636363636364,-0.9625653922533831,-0.7397663034449634,-0.09584883549109058,-1.218067659432573,-0.21736734058274051,-0.09653587288291979,1.3907406527026636,-0.2804491216170991,0.5548975612464525,1.0638369153897584,0.35666101683925794,1.2345192127545606,2.4040566392703684,-0.37566488936525266,-0.3915330019436056,0.43976824992344904,0.6947631461328709,0.85563415636618,1.0010536329066606,-0.3744408983220326,-0.12996101146492034,-0.6435875981302602,0.3090964146742033,-0.7286072453975184,-1.116718858099975,0.3033019322880855,A
0.47515731256314053,0.4620063944075138,0.25,0.520652326360433,0.7620171066269578,-0.7593074490700604,-0.31023718427812164,-0.8712118578472241,-0.11681083071654522,-0.03410934314086327,0.1476016495699411,1.0744571134003094,-0.06042085588621374,1.1753821160288658,1.6960904355516466,1.1651520735190726,1.5755971317082262,-0.2455382211129042,-0.08256312619341269,-0.029823439028110073,0.46488405369176505,-0.42003390065885804,2.0948751010319153,2.20611032268018,-0.08407050556704876,0.11076349331040031,-1.0719236557719725,2.0517963361762117,-0.4472649344818878,1.7855129155589522,0.31766074157650065,AA
0.5361181510215846,0.5252162335331149,0.8182581058532419,0.427704261784808,0.7108270245671731,0.5579477242162063,0.864944985274981,0.4853872074415108,0.7487455384076653,1.4074624873375474,0.7252249965101197,0.4741087667237248,0.7505616814392675,1.005460005757019,0.33843048972286693,0.4723193222972902,-0.5392719086968593,-0.24664260338468985,-0.6179316328087555,-0.9024599304877503,-1.1080769506157133,0.5541327173160114,0.5478143325522374,1.0443447693663557,-0.6144499951077033,0.6803117247408462,0.8499608290045868,0.10432180192482662,0.8219335001055355,-0.499710564476115,0.46725066831273754,AAA
0.7821665231968812,0.794920503078361,0.6035459935831347,0.4475334733366919,0.4545454545454546,-1.2009061478885386,-0.9266116347571349,-0.9919599105170935,-0.31776674690386997,-2.1339329704810734,-2.1636754674638747,0.221620560101235,-2.2655617454667185,-2.1808013610333146,-2.2941631908639346,-1.9822707550346086,-0.801679256988195,-0.931489946001361,0.2218862665097437,0.1978864321248042,0.0939488027647561,-0.1307568946339581,-0.266801502793295,-1.0116012090448827,0.21754176989853002,-2.175844840371059,-1.8658935597688426,-0.3413311429372473,2.3112615133549808,-0.7327683987909117,0.3252947228749622,B
0.6097972972972973,0.6013513513513513,1.0,0.47915249668059,0.9090909090909092,1.001815265780354,1.8173310914483427,-0.7681339119730608,1.3420605638616507,2.087037188272247,-0.03912134523476983,0.6414342246512299,1.8486893864084908,1.876646540903863,-0.22047816154982652,0.9123839719008281,-0.5001737146435943,0.280386657191021,-0.7486773815402481,-1.1073871442466976,2.0707266655845413,0.6909721954185036,0.14536977823674654,0.7000043289961252,-0.7439773442419013,-0.0733491330606964,-0.014517901844046777,-0.3899299231469346,1.4433285951882038,-0.47858673109526784,0.5018185603600702,AAA
0.34459459459459457,0.31756756756756754,1.0,0.8614190687361419,0.2727272727272727,1.2220183291165942,0.9374167683673598,0.4804393627642028,1.1148027108638738,0.02855391929542636,0.09466518706914916,-0.7457463688745226,-0.09503468557614757,0.7073304279199006,0.6686707922367813,0.308760756005663,0.6212356700403232,0.2095700660812331,-0.5878686138851411,-0.7504087064540702,0.06044069525407441,0.31996596656152393,0.10022358204402237,0.03567069137009825,-0.5846671288506602,0.05856707715924941,0.023726009712562484,-0.22766451756696782,-0.6624127716123575,0.30888535127329647,0.49460849679008634,BB
0.9746621621621622,0.9763513513513513,0.25,0.8403547671840355,0.36363636363636365,1.7232387738956552,1.0884648848351093,2.3789897750548437,-1.503150816610641,1.9920432966293986,0.4284029308312837,-0.8473222375014854,0.5209882524709384,1.6937942866141222,-0.010497795351229258,1.4167122203770035,-0.4691082091855168,-0.5133778733286666,-0.2837343672853488,-0.26394840281112547,-0.35306640775192794,0.32384647942470346,-0.34246147478530836,-0.45767386313874725,-0.2833670626902004,0.3876392012834093,0.4603994398373167,-0.7791676877176242,-0.16403024379584005,1.8559897909861713,0.6218945302446341,BBB
0.8260135135135135,0.7905405405405406,1.0,0.07982261640798226,0.0,0.918284855542039,0.07598196554856355,0.29209198292416394,-0.1104027808054291,0.839673573409005,1.2925164098780944,-0.5680888360543017,1.4674969637004807,0.2306503898399774,0.22386582324295123,0.03960235791964104,-0.7265772200953264,-0.8936674267544689,-0.4628404314870065,-0.5268077730449313,0.6481481315590197,-1.5848221983998925,-0.7909984554635975,-0.8935342004768336,-0.4608040649253045,1.2396724619772341,0.9578348870515573,-0.9608964901555401,0.01289228492381828,-0.2725175189914465,0.3927467324726994,BBB
